City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,High Winds,Country,Date
381,meulaboh,4.14,96.13,84.09,67,100,1.97,ID,1585279749
382,paamiut,61.99,-49.67,25.95,86,100,26.15,GL,1585279750
383,flinders,-34.58,150.86,72.0,58,58,3.0,AU,1585279750
384,bereda,43.27,-7.54,37.0,96,9,1.01,ES,1585279750
385,uvira,-3.41,29.15,72.16,47,100,1.07,CD,1585279561
386,roald,62.58,6.13,43.0,75,34,17.22,NO,1585279751
387,yamaga,33.02,130.68,64.81,90,100,9.15,JP,1585279751
388,brokopondo,4.75,-55.17,75.13,81,73,4.9,SR,1585279752
389,kikwit,-5.04,18.82,71.76,79,100,1.23,CD,1585279752
390,poronaysk,49.22,143.12,31.89,99,100,8.16,RU,1585279752
391,adrar,20.5,-10.07,72.18,19,96,7.23,MR,1585279753
392,zolochiv,49.81,24.89,34.11,77,75,8.1,UA,1585279753
393,kimparana,12.83,-4.92,82.6,14,98,9.37,ML,1585279754
394,bud,39.45,-86.18,54.0,95,100,6.89,US,1585279754
395,ust-kuyga,70.02,135.6,-1.95,82,100,2.39,RU,1585279754
396,kavaratti,10.57,72.64,82.94,72,66,8.1,IN,1585279754
397,moron,-34.65,-58.62,75.99,86,90,3.0,AR,1585279525
398,yar-sale,66.83,70.83,26.96,97,100,20.92,RU,1585279755
399,provideniya,64.38,-173.3,10.36,92,100,19.26,RU,1585279755
400,constitucion,-35.33,-72.42,57.65,90,52,0.98,CL,1585279665
401,olavarria,-36.89,-60.32,68.0,93,67,1.99,AR,1585279756
402,bodaybo,57.85,114.19,19.31,85,100,10.38,RU,1585279756
403,kushmurun,52.45,64.63,23.7,95,99,8.08,KZ,1585279756
404,banda aceh,5.56,95.32,85.28,68,100,4.45,ID,1585279756
405,boma,7.08,-2.17,75.54,74,50,2.93,GH,1585279757
406,copiapo,-27.37,-70.33,57.09,60,2,1.23,CL,1585279464
407,shakhtinsk,49.71,72.59,17.17,85,0,8.37,KZ,1585279757
408,kerouane,9.27,-9.02,73.4,71,71,1.48,GN,1585279757
409,praya,14.92,-23.51,68.0,64,59,13.87,CV,1585279758
410,huarmey,-10.07,-78.15,74.28,76,95,5.08,PE,1585279758
411,obigarm,38.72,69.71,45.5,48,99,3.85,TJ,1585279758
412,ulladulla,-35.35,150.47,68.43,62,53,10.36,AU,1585279759
413,mount gambier,-37.83,140.77,77.0,31,100,3.36,AU,1585279519
414,paita,-5.09,-81.11,76.71,71,99,8.97,PE,1585279759
415,portland,45.52,-122.68,48.2,66,75,4.7,US,1585279735
416,astaneh-ye ashrafiyeh,37.26,49.94,51.19,79,71,0.69,IR,1585279759
417,khor,47.89,134.95,35.55,72,73,18.5,RU,1585279760
418,elizabeth city,36.29,-76.25,53.6,76,1,10.29,US,1585279757
419,matagami,49.75,-77.63,10.4,92,1,3.36,CA,1585279760
420,ostersund,63.18,14.64,30.99,86,0,4.7,SE,1585279760
421,edendale,-29.65,30.31,50.09,54,54,1.92,ZA,1585279761
422,fairbanks,64.84,-147.72,17.6,40,75,13.87,US,1585279648
423,ziarat,30.38,67.73,42.19,34,100,6.31,PK,1585279761
424,huangpi,30.88,114.38,48.2,81,90,11.18,CN,1585279761
425,kathu,7.92,98.33,81.91,77,46,9.13,TH,1585279761
426,chirongui,-12.93,45.15,78.8,88,53,3.36,YT,1585279762
427,catalina foothills,32.3,-110.92,61.0,41,90,3.36,US,1585279762
428,nha trang,12.25,109.18,86.97,52,85,2.68,VN,1585279514
429,bhan,26.56,67.72,67.57,65,0,4.7,PK,1585279762
430,benguela,-12.58,13.41,77.34,76,98,4.79,AO,1585279762
431,pontianak,-0.03,109.33,87.24,61,37,3.8,ID,1585279763
432,odienne,9.51,-7.57,76.66,65,95,4.94,CI,1585279763
433,vestmanna,62.16,-7.17,41.74,73,99,24.87,FO,1585279763
434,port-cartier,50.03,-66.87,27.57,97,100,9.86,CA,1585279763
435,komsomolskiy,40.43,71.72,51.8,62,9,4.7,UZ,1585279764
436,teknaf,20.86,92.31,82.99,62,0,5.37,BD,1585279764
437,zhuanghe,39.7,122.99,42.21,53,0,16.84,CN,1585279764
438,gasa,31.5,34.47,63.23,56,6,10.45,PS,1585279764
439,lazaro cardenas,17.96,-102.2,74.41,82,0,4.32,MX,1585279714
440,xining,36.62,101.77,38.95,25,100,4.41,CN,1585279765
441,garden city,42.33,-83.33,43.0,87,90,9.17,US,1585279765
442,tadine,-21.55,167.88,79.5,71,18,16.58,NC,1585279765
443,leh,34.17,77.58,26.94,24,100,4.38,IN,1585279765
444,hualmay,-11.1,-77.61,72.95,78,98,5.82,PE,1585279766
445,jumla,29.27,82.18,57.92,18,98,1.07,NP,1585279766
446,mansehra,34.33,73.2,54.46,51,100,2.77,PK,1585279766
447,stanovoye,52.76,38.36,37.29,78,100,6.06,RU,1585279766
448,general roca,-39.03,-67.58,70.75,31,0,14.47,AR,1585279767
449,maldonado,-34.67,-54.92,65.44,89,50,9.06,UY,1585279767
450,spas-klepiki,55.13,40.18,35.37,89,32,2.3,RU,1585279767
451,ballina,-28.87,153.57,71.01,77,90,17.22,AU,1585279767
452,mamallapuram,12.63,80.17,82.02,66,92,2.28,IN,1585279768
453,padra,22.23,73.08,73.4,83,40,6.93,IN,1585279768
454,kloulklubed,7.04,134.26,82.67,77,20,19.73,PW,1585279768
455,ouesso,1.61,16.05,71.82,82,58,3.13,CG,1585279768
456,lagoa,39.05,-27.98,56.35,63,99,14.52,PT,1585279769
457,trairi,-3.28,-39.27,79.3,81,48,4.99,BR,1585279769
458,terrace,54.52,-128.6,37.4,93,90,19.46,CA,1585279769
459,asuncion nochixtlan,17.47,-97.23,56.08,32,0,2.82,MX,1585279769
460,general pico,-35.66,-63.76,65.19,83,99,5.82,AR,1585279770
461,eregli,37.51,34.05,49.26,46,100,1.12,TR,1585279770
462,naze,28.37,129.48,70.57,76,100,16.28,JP,1585279770
463,belyy yar,53.6,91.39,39.2,29,4,11.18,RU,1585279770
464,clonakilty,51.62,-8.87,42.57,83,13,10.47,IE,1585279771
465,acapulco,16.86,-99.89,80.6,83,5,4.7,MX,1585279570
466,atambua,-9.11,124.89,81.37,72,62,1.88,ID,1585279771
467,kushima,31.46,131.23,70.43,81,100,16.82,JP,1585279771
468,khani,41.96,42.96,45.0,43,94,8.84,GE,1585279772
469,nelson bay,-32.72,152.15,75.0,60,15,4.0,AU,1585279772
470,weatherford,32.76,-97.8,73.99,80,66,8.01,US,1585279473
471,sri aman,1.24,111.46,86.0,74,75,2.24,MY,1585279772
472,bambanglipuro,-7.95,110.28,86.61,64,79,1.81,ID,1585279773
473,kamenka,51.32,42.77,33.96,83,69,3.02,RU,1585279773
474,kinghorn,56.07,-3.18,44.6,100,90,6.93,GB,1585279773
475,berekum,7.45,-2.58,75.54,68,39,5.64,GH,1585279681
476,smithers,54.78,-127.17,37.4,93,90,3.22,CA,1585279774
477,seydi,39.48,62.91,48.11,43,0,5.84,TM,1585279774
478,vestmannaeyjar,63.44,-20.27,32.13,93,100,26.44,IS,1585279774
479,jarocin,51.97,17.5,35.37,81,0,8.75,PL,1585279774
480,rawson,-43.3,-65.1,71.87,34,0,27.58,AR,1585279775
481,hirara,24.8,125.28,69.8,100,75,6.93,JP,1585279775
482,phangnga,8.45,98.53,91.78,52,47,3.18,TH,1585279775
483,waddan,29.16,16.14,52.23,60,0,9.08,LY,1585279775
484,nikaia,37.97,23.65,55.0,76,75,5.82,GR,1585279776
485,tuatapere,-46.13,167.68,56.07,58,85,5.32,NZ,1585279776
486,tevaitoa,-16.78,-151.5,84.38,62,92,4.99,PF,1585279776
487,tunceli,39.11,39.55,44.71,52,79,2.82,TR,1585279776
488,merrill,45.18,-89.68,33.8,79,75,1.03,US,1585279777
489,sangar,63.92,127.47,3.69,92,100,9.01,RU,1585279777
490,matamoros,25.53,-103.25,93.2,14,40,4.12,MX,1585279777
491,balingasay,16.36,119.86,83.53,61,1,7.99,PH,1585279777
492,zharkent,44.16,80.0,45.19,39,0,4.36,KZ,1585279778
493,qesarya,32.52,34.9,62.02,67,93,10.13,IL,1585279778
494,yukon,35.51,-97.76,78.8,69,100,23.04,US,1585279778
495,pleasanton,37.66,-121.87,52.0,66,1,9.17,US,1585279778
496,derzhavinsk,51.1,66.32,23.67,92,54,15.37,KZ,1585279778
497,pangnirtung,66.15,-65.71,14.9,86,100,16.96,CA,1585279779
498,lora del rio,37.66,-5.53,47.34,86,0,4.45,ES,1585279779
499,grand gaube,-20.01,57.66,79.0,81,75,5.01,MU,1585279779
500,shuangyang,43.52,125.67,37.71,50,0,13.62,CN,1585279779
501,neuquen,-38.95,-68.06,71.6,46,0,3.36,AR,1585279692
502,skelleftea,64.75,20.95,37.0,80,16,10.29,SE,1585279780
503,hidalgotitlan,17.78,-94.63,75.16,83,0,5.01,MX,1585279780
504,husavik,66.04,-17.34,25.16,87,48,16.6,IS,1585279780
505,carora,10.18,-70.08,75.36,56,37,5.55,VE,1585279780
506,alekseyevsk,57.84,108.35,21.6,93,100,12.46,RU,1585279781
507,altona,53.55,9.93,37.4,64,1,10.29,DE,1585279781
508,kuching,1.55,110.33,86.0,79,40,1.12,MY,1585279559
509,pacific grove,36.62,-121.92,52.0,62,1,3.36,US,1585279781
510,hibbing,47.43,-92.94,26.6,73,1,4.38,US,1585279781
511,killybegs,54.63,-8.45,42.39,77,86,11.12,IE,1585279782
512,svetlaya,46.54,138.33,38.79,78,100,4.65,RU,1585279782
513,arica,-18.48,-70.3,71.6,68,90,2.24,CL,1585279782
514,sovetskaya gavan,48.97,140.29,33.57,93,100,7.0,RU,1585279783
515,dakar,14.69,-17.44,66.2,93,62,13.87,SN,1585279783
516,kualakapuas,-3.01,114.39,89.6,63,5,2.84,ID,1585279783
517,maumere,-8.62,122.21,83.79,74,86,3.62,ID,1585279783
518,verkhnyaya toyma,62.23,45.0,27.54,98,12,4.52,RU,1585279784
519,ihiala,5.85,6.86,77.05,82,55,5.14,NG,1585279784
520,vao,-22.67,167.48,75.49,80,10,20.8,NC,1585279784
521,salalah,17.02,54.09,73.4,69,0,2.24,OM,1585279777
522,suffolk,40.87,-72.8,46.4,75,1,10.29,US,1585279502
523,bansi,27.18,82.93,84.02,27,1,6.6,IN,1585279785
524,loandjili,-4.76,11.86,77.04,87,100,4.23,CG,1585279785
525,nioro,13.35,-15.75,67.87,60,88,7.11,GM,1585279785
526,damghan,36.17,54.35,44.69,43,4,2.17,IR,1585279785
527,biak,-0.91,122.88,82.83,71,78,3.58,ID,1585279786
528,yeppoon,-23.13,150.73,81.0,62,7,17.11,AU,1585279786
529,misratah,32.38,15.09,55.4,54,0,11.21,LY,1585279704
530,narok,-1.08,35.86,59.22,52,100,2.66,KE,1585279786
531,nhulunbuy,-12.23,136.77,87.8,66,75,13.87,AU,1585279786
532,gamba,-2.65,10.0,77.16,86,100,3.22,GA,1585279787
533,bairiki,1.33,172.98,84.2,83,75,6.93,KI,1585279787
534,sayyan,15.17,44.32,52.03,43,74,0.74,YE,1585279787
535,novo aripuana,-5.12,-60.38,77.09,84,84,2.01,BR,1585279787
536,livingston,55.9,-3.52,45.0,100,90,6.93,GB,1585279788
537,sibu,2.3,111.82,84.2,79,75,2.24,MY,1585279788
538,richards bay,-28.78,32.04,69.31,71,69,14.09,ZA,1585279788
539,kaeo,-35.1,173.78,69.01,66,62,7.0,NZ,1585279788
540,padang,-0.95,100.35,86.9,59,97,0.47,ID,1585279789
541,hay river,60.82,-115.8,5.0,71,75,3.36,CA,1585279789
542,rongcheng,30.63,117.85,50.94,82,100,9.28,CN,1585279789
543,beyneu,45.32,55.2,40.21,66,76,5.28,KZ,1585279789
544,magdagachi,53.45,125.8,14.11,84,81,11.95,RU,1585279789
545,tessalit,20.2,1.01,63.9,21,8,4.54,ML,1585279790
546,rodrigues alves,-7.74,-72.65,75.58,85,78,2.82,BR,1585279790
547,kula,38.55,28.65,43.84,78,96,0.29,TR,1585279790
548,saint anthony,45.02,-93.22,46.99,60,75,0.63,US,1585279790
549,bend,44.06,-121.32,35.6,55,1,4.47,US,1585279791
550,arman,59.7,150.17,31.06,88,97,4.56,RU,1585279791
551,bandarbeyla,9.49,50.81,78.75,77,3,11.79,SO,1585279791
552,saint-pierre,-21.34,55.48,73.4,69,19,8.05,RE,1585279792
553,telimele,10.92,-13.33,68.68,78,59,1.54,GN,1585279792
554,santa vitoria do palmar,-33.52,-53.37,69.19,88,53,9.82,BR,1585279792
555,conakry,9.54,-13.68,77.41,83,31,7.72,GN,1585279792
556,mezdra,43.15,23.7,35.28,79,87,2.66,BG,1585279793
557,barra patuca,15.8,-84.28,78.71,83,1,13.71,HN,1585279793
558,mount vernon,40.91,-73.84,50.0,66,90,8.05,US,1585279793
559,bera,24.08,89.62,88.27,30,0,7.63,BD,1585279793
560,ust-tsilma,65.44,52.15,23.79,97,94,7.4,RU,1585279794
561,nanakuli,21.39,-158.15,69.8,77,90,8.05,US,1585279794
562,castlemaine,-37.07,144.22,73.72,39,98,7.23,AU,1585279794
563,goderich,43.75,-81.72,35.71,83,90,9.64,CA,1585279794
